Models,Fuel_usage,Fuel_unit,City_FE,Hwy_FE,Comb_FE
2023_Mercedes-Benz_S 580 4MATIC,Gasoline,MPG,16.0,25.0,19.0
2023_Mercedes-Benz_S 580 4MATIC Maybach,Gasoline,MPG,15.0,25.0,18.0
2023_Porsche_Panamera,Gasoline,MPG,18.0,24.0,20.0
2023_Porsche_Panamera 4,Gasoline,MPG,18.0,24.0,20.0
2023_Porsche_Panamera 4 Executive,Gasoline,MPG,17.0,23.0,19.0
2023_Porsche_Panamera 4 ST,Gasoline,MPG,18.0,23.0,20.0
2023_Porsche_Panamera 4S,Gasoline,MPG,18.0,24.0,20.0
2023_Porsche_Panamera 4S Executive,Gasoline,MPG,17.0,23.0,19.0
2023_Porsche_Panamera 4S ST,Gasoline,MPG,17.0,23.0,19.0
2023_Porsche_Panamera GTS,Gasoline,MPG,15.0,21.0,17.0
2023_Porsche_Panamera GTS ST,Gasoline,MPG,15.0,20.0,17.0
2023_Porsche_Panamera Turbo S,Gasoline,MPG,15.0,21.0,17.0
2023_Rolls-Royce Motor Cars Limited_Ghost,Gasoline,MPG,12.0,19.0,14.0
2023_Rolls-Royce Motor Cars Limited_Ghost Black Badge,Gasoline,MPG,12.0,19.0,14.0
2023_Rolls-Royce Motor Cars Limited_Ghost Extended,Gasoline,MPG,12.0,19.0,14.0
2023_Rolls-Royce Motor Cars Limited_Phantom,Gasoline,MPG,12.0,18.0,14.0
2023_Rolls-Royce Motor Cars Limited_Phantom Extended,Gasoline,MPG,12.0,18.0,14.0
2023_Subaru_LEGACY,Gasoline,MPG,23.0,31.0,26.0
2023_Subaru_LEGACY,Gasoline,MPG,27.0,35.0,30.0
2023_Volkswagen_Arteon,Gasoline,MPG,25.0,33.0,28.0
2023_Volkswagen_Arteon 4Motion,Gasoline,MPG,22.0,31.0,25.0
2023_Audi_A4 Allroad quattro,Gasoline,MPG,23.0,30.0,26.0
2023_Honda_HR-V AWD,Gasoline,MPG,25.0,30.0,27.0
2023_Honda_HR-V FWD,Gasoline,MPG,26.0,32.0,28.0
2023_KIA_Niro,Gasoline,MPG,53.0,45.0,49.0
2023_KIA_Niro FE,Gasoline,MPG,53.0,54.0,53.0
2023_KIA_Soul,Gasoline,MPG,28.0,33.0,30.0
2023_KIA_Soul Eco dynamics,Gasoline,MPG,29.0,35.0,31.0
2023_Lamborghini_Urus Performante,Gasoline,MPG,14.0,19.0,16.0
2023_Mercedes-Benz_AMG GLA 35 4MATIC,Gasoline,MPG,22.0,29.0,25.0
2023_Mercedes-Benz_AMG GLA 45 4MATIC,Gasoline,MPG,20.0,25.0,22.0
2023_Subaru_IMPREZA 5-Door,Gasoline,MPG,28.0,36.0,31.0
2023_Subaru_IMPREZA 5-Door,Gasoline,MPG,24.0,31.0,26.0
2023_Subaru_IMPREZA 5-Door SPORT,Gasoline,MPG,27.0,35.0,30.0
2023_Subaru_IMPREZA 5-Door SPORT,Gasoline,MPG,22.0,30.0,25.0
"2023_Volvo Cars of North America, LLC_V60CC B5 AWD",Gasoline,MPG,23.0,30.0,26.0
2023_Audi_A6 Allroad,Gasoline,MPG,21.0,30.0,24.0
2023_Audi_RS 6 Avant,Gasoline,MPG,14.0,21.0,17.0
2023_Mercedes-Benz_AMG E 63 S 4MATIC+ (SW),Gasoline,MPG,16.0,24.0,19.0
2023_Mercedes-Benz_AMG GLB 35 4MATIC,Gasoline,MPG,21.0,27.0,23.0
2023_Mercedes-Benz_E 450 4MATIC All-Terrain (wagon),Gasoline,MPG,21.0,28.0,24.0
2023_NISSAN_MURANO AWD,Gasoline,MPG,20.0,28.0,23.0
2023_NISSAN_MURANO FWD,Gasoline,MPG,20.0,28.0,23.0
2023_Rolls-Royce Motor Cars Limited_Cullinan,Gasoline,MPG,12.0,19.0,14.0
2023_Rolls-Royce Motor Cars Limited_Cullinan Black Badge,Gasoline,MPG,12.0,19.0,14.0
"2023_Volvo Cars of North America, LLC_V90CC B6 AWD",Gasoline,MPG,22.0,29.0,25.0
2023_Ford_MAVERICK FWD,Gasoline,MPG,23.0,30.0,25.0
2023_Ford_MAVERICK HEV FWD,Gasoline,MPG,40.0,33.0,37.0
2023_TOYOTA_TACOMA 2WD,Gasoline,MPG,20.0,23.0,21.0
2023_TOYOTA_TACOMA 2WD,Gasoline,MPG,19.0,24.0,21.0
2023_Ford_MAVERICK AWD,Gasoline,MPG,22.0,28.0,24.0
2023_Ford_MAVERICK TREMOR AWD,Gasoline,MPG,20.0,24.0,21.0
2023_TOYOTA_TACOMA 4WD,Gasoline,MPG,19.0,22.0,20.0
2023_TOYOTA_TACOMA 4WD,Gasoline,MPG,18.0,22.0,20.0
2023_TOYOTA_TACOMA 4WD,Gasoline,MPG,17.0,21.0,18.0
2023_TOYOTA_TACOMA 4WD D-CAB MT TRD-ORP/PRO,Gasoline,MPG,17.0,20.0,18.0
2023_Chevrolet_SILVERADO 2WD,Gasoline,MPG,19.0,21.0,20.0
2023_Chevrolet_SILVERADO 2WD,Gasoline,MPG,19.0,22.0,20.0
2023_Chevrolet_SILVERADO 2WD,Gasoline,MPG,24.0,29.0,26.0
2023_Chevrolet_SILVERADO 2WD,Gasoline,MPG,17.0,21.0,19.0
2023_Chevrolet_SILVERADO 2WD,Gasoline,MPG,17.0,21.0,19.0
2023_Chevrolet_SILVERADO 2WD,Gasoline,MPG,16.0,20.0,18.0
2023_Chevrolet_SILVERADO 2WD,Gasoline,MPG,16.0,20.0,18.0
2023_Ford_F150 PICKUP 2WD,Gasoline,MPG,18.0,25.0,21.0
2023_Ford_F150 PICKUP 2WD,Gasoline,MPG,20.0,26.0,22.0
2023_Ford_F150 PICKUP 2WD,Gasoline,MPG,18.0,24.0,21.0
2023_Ford_F150 PICKUP 2WD FFV,Gasoline,MPG,19.0,23.0,20.0
2023_Ford_F150 PICKUP 2WD FFV,Gasoline,MPG,19.0,24.0,21.0
2023_Ford_F150 PICKUP 2WD FFV,Gasoline,MPG,17.0,25.0,20.0
2023_Ford_F150 PICKUP 2WD FFV,Gasoline,MPG,17.0,24.0,19.0
2023_Ford_F150 PICKUP 2WD HEV,Gasoline,MPG,25.0,25.0,25.0
2023_Ford_RANGER 2WD,Gasoline,MPG,20.0,26.0,22.0
2023_Ford_RANGER 2WD,Gasoline,MPG,21.0,26.0,23.0
2023_GMC_SIERRA 2WD,Gasoline,MPG,19.0,21.0,20.0
2023_GMC_SIERRA 2WD,Gasoline,MPG,19.0,22.0,20.0
2023_GMC_SIERRA 2WD,Gasoline,MPG,24.0,29.0,26.0
2023_GMC_SIERRA 2WD,Gasoline,MPG,16.0,21.0,18.0
2023_GMC_SIERRA 2WD,Gasoline,MPG,16.0,21.0,18.0
2023_GMC_SIERRA 2WD,Gasoline,MPG,16.0,20.0,18.0
2023_GMC_SIERRA 2WD,Gasoline,MPG,16.0,20.0,18.0
2023_NISSAN_FRONTIER 2WD,Gasoline,MPG,18.0,24.0,20.0
2023_NISSAN_TITAN 2WD,Gasoline,MPG,16.0,21.0,18.0
2023_RAM_1500 4X2,Gasoline,MPG,20.0,25.0,22.0
2023_RAM_1500 4X2,Gasoline,MPG,18.0,23.0,20.0
2023_RAM_1500 Classic 4X2,Gasoline,MPG,17.0,25.0,20.0
2023_RAM_1500 Classic 4X2,Gasoline,MPG,15.0,21.0,17.0
2023_RAM_1500 HFE 4X2,Gasoline,MPG,20.0,26.0,23.0
2023_TOYOTA_TUNDRA 2WD,Gasoline,MPG,18.0,23.0,20.0
2023_TOYOTA_TUNDRA 2WD,Gasoline,MPG,18.0,24.0,20.0
2023_TOYOTA_TUNDRA 2WD,Gasoline,MPG,20.0,24.0,22.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,18.0,21.0,19.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,18.0,21.0,19.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,22.0,27.0,24.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,22.0,27.0,24.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,16.0,20.0,17.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,16.0,20.0,17.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,15.0,19.0,17.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,15.0,19.0,17.0
2023_Chevrolet_SILVERADO 4WD,Gasoline,MPG,16.0,20.0,17.0
2023_Chevrolet_SILVERADO 4WD MUD TERRAIN TIRES,Gasoline,MPG,17.0,18.0,17.0
2023_Chevrolet_SILVERADO 4WD MUD TERRAIN TIRES,Gasoline,MPG,21.0,23.0,22.0
2023_Chevrolet_SILVERADO 4WD MUD TERRAIN TIRES,Gasoline,MPG,15.0,18.0,16.0
2023_Chevrolet_SILVERADO 4WD MUD TERRAIN TIRES,Gasoline,MPG,15.0,19.0,16.0
2023_Chevrolet_SILVERADO 4WD MUD TERRAIN TIRES,Gasoline,MPG,15.0,19.0,17.0
2023_Chevrolet_SILVERADO 4WD MUD TERRAIN TIRES,Gasoline,MPG,14.0,18.0,16.0
2023_Chevrolet_SILVERADO 4WD ZR2,Gasoline,MPG,14.0,17.0,15.0
2023_Ford_F150 PICKUP 4WD,Gasoline,MPG,17.0,23.0,20.0
2023_Ford_F150 PICKUP 4WD,Gasoline,MPG,18.0,24.0,20.0
2023_Ford_F150 PICKUP 4WD,Gasoline,MPG,17.0,23.0,19.0
2023_Ford_F150 PICKUP 4WD,Gasoline,MPG,18.0,23.0,20.0
2023_Ford_F150 PICKUP 4WD FFV,Gasoline,MPG,19.0,22.0,20.0
2023_Ford_F150 PICKUP 4WD FFV,Gasoline,MPG,16.0,22.0,18.0
2023_Ford_F150 PICKUP 4WD FFV,Gasoline,MPG,17.0,22.0,19.0
2023_Ford_F150 PICKUP 4WD HEV,Gasoline,MPG,23.0,23.0,23.0
2023_Ford_F150 PICKUP TREMOR 4WD,Gasoline,MPG,16.0,20.0,18.0
2023_Ford_F150 PICKUP TREMOR 4WD,Gasoline,MPG,16.0,20.0,18.0
2023_Ford_F150 PICKUP TREMOR 4WD FFV,Gasoline,MPG,15.0,20.0,17.0
2023_Ford_F150 PICKUP TREMOR 4WD FFV,Gasoline,MPG,15.0,20.0,17.0
2023_Ford_F150 RAPTOR 37 4WD,Gasoline,MPG,14.0,16.0,15.0
2023_Ford_F150 RAPTOR 37 4WD,Gasoline,MPG,15.0,16.0,15.0
2023_Ford_F150 RAPTOR 4WD,Gasoline,MPG,14.0,18.0,15.0
2023_Ford_F150 RAPTOR 4WD,Gasoline,MPG,15.0,18.0,16.0
2023_Ford_F150 RAPTOR R 4WD,Gasoline,MPG,10.0,15.0,12.0
2023_Ford_RANGER 4WD,Gasoline,MPG,19.0,24.0,21.0
2023_Ford_RANGER 4WD,Gasoline,MPG,20.0,24.0,22.0
2023_Ford_RANGER TREMOR 4WD,Gasoline,MPG,19.0,19.0,19.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,18.0,20.0,19.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,18.0,20.0,19.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,22.0,27.0,24.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,16.0,20.0,17.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,16.0,20.0,17.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,15.0,19.0,17.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,15.0,19.0,17.0
2023_GMC_SIERRA 4WD,Gasoline,MPG,15.0,19.0,17.0
2023_GMC_SIERRA 4WD AT4X,Gasoline,MPG,14.0,17.0,15.0
2023_GMC_SIERRA 4WD MUD TERRAIN TIRES,Gasoline,MPG,17.0,18.0,17.0
2023_GMC_SIERRA 4WD MUD TERRAIN TIRES,Gasoline,MPG,21.0,23.0,22.0
2023_GMC_SIERRA 4WD MUD TERRAIN TIRES,Gasoline,MPG,15.0,18.0,16.0
2023_GMC_SIERRA 4WD MUD TERRAIN TIRES,Gasoline,MPG,15.0,19.0,16.0
2023_GMC_SIERRA 4WD MUD TERRAIN TIRES,Gasoline,MPG,15.0,19.0,17.0
2023_GMC_SIERRA 4WD MUD TERRAIN TIRES,Gasoline,MPG,14.0,17.0,15.0
2023_Honda_RIDGELINE AWD,Gasoline,MPG,18.0,24.0,21.0
2023_Jeep_Gladiator 4X4,Gasoline,MPG,17.0,22.0,19.0
2023_Jeep_Gladiator 4X4,Gasoline,MPG,16.0,23.0,19.0
2023_Jeep_Gladiator EcoDiesel 4X4,Gasoline,MPG,22.0,28.0,24.0
2023_Jeep_Gladiator Rubic EcoDiesel 4X4,Gasoline,MPG,21.0,27.0,24.0
2023_NISSAN_FRONTIER 4WD,Gasoline,MPG,17.0,22.0,19.0
2023_NISSAN_FRONTIER 4WD PRO-4X,Gasoline,MPG,17.0,22.0,19.0
2023_NISSAN_TITAN 4WD,Gasoline,MPG,15.0,21.0,18.0
2023_NISSAN_TITAN 4WD PRO-4X,Gasoline,MPG,15.0,20.0,17.0
2023_RAM_1500 4X4,Gasoline,MPG,21.0,29.0,24.0
2023_RAM_1500 4X4,Gasoline,MPG,19.0,24.0,21.0
2023_RAM_1500 4X4,Gasoline,MPG,17.0,22.0,19.0
2023_RAM_1500 Classic 4X4,Gasoline,MPG,16.0,23.0,19.0
2023_RAM_1500 Classic 4X4,Gasoline,MPG,15.0,20.0,17.0
2023_RAM_1500 TRX 4x4,Gasoline,MPG,10.0,14.0,12.0
2023_TOYOTA_TUNDRA 4WD,Gasoline,MPG,17.0,22.0,19.0
2023_TOYOTA_TUNDRA 4WD,Gasoline,MPG,17.0,23.0,19.0
2023_TOYOTA_TUNDRA 4WD,Gasoline,MPG,19.0,22.0,20.0
2023_TOYOTA_TUNDRA 4WD PRO,Gasoline,MPG,18.0,20.0,19.0
2023_Cadillac_XT5 HEARSE FWD,Gasoline,MPG,20.0,23.0,21.0
2023_Cadillac_XT5 LIMO FWD,Gasoline,MPG,20.0,23.0,21.0
2023_Ford_Transit Connect Van FWD,Gasoline,MPG,24.0,26.0,25.0
2023_Ford_Transit Connect Wagon LWB FWD,Gasoline,MPG,24.0,28.0,26.0
2023_Mercedes-Benz_GLA 250,Gasoline,MPG,24.0,34.0,28.0
2023_Mercedes-Benz_GLB 250,Gasoline,MPG,24.0,32.0,27.0
2023_Mercedes-Benz_Metris (Cargo Van),Gasoline,MPG,19.0,23.0,20.0
"2023_Mercedes-Benz_Metris (Cargo Van, LWB)",Gasoline,MPG,19.0,23.0,20.0
2023_Mercedes-Benz_Metris (Passenger Van),Gasoline,MPG,18.0,22.0,19.0
2023_Mercedes-Benz_Metris (US Postal Long),Gasoline,MPG,19.0,25.0,21.0
2023_Mercedes-Benz_Metris (US Postal),Gasoline,MPG,19.0,25.0,21.0
2023_Cadillac_XT5 HEARSE AWD,Gasoline,MPG,20.0,23.0,21.0
2023_Cadillac_XT5 LIMO AWD,Gasoline,MPG,20.0,23.0,21.0
2023_Chevrolet_SILVERADO 2WD CAB CHASSIS,Gasoline,MPG,15.0,18.0,16.0
2023_Chevrolet_SILVERADO 4WD CAB CHASSIS,Gasoline,MPG,15.0,17.0,16.0
2023_GMC_SIERRA 2WD CAB CHASSIS,Gasoline,MPG,15.0,18.0,16.0
2023_GMC_SIERRA 4WD CAB CHASSIS,Gasoline,MPG,15.0,17.0,16.0
2023_Chrysler_Pacifica,Gasoline,MPG,19.0,28.0,22.0
2023_Chrysler_Voyager,Gasoline,MPG,19.0,28.0,22.0
2023_Honda_ODYSSEY FWD,Gasoline,MPG,19.0,28.0,22.0
2023_KIA_Carnival,Gasoline,MPG,19.0,26.0,22.0
2023_TOYOTA_SIENNA,Gasoline,MPG,36.0,36.0,36.0
2023_Chrysler_Pacifica AWD,Gasoline,MPG,17.0,25.0,20.0
2023_TOYOTA_SIENNA AWD,Gasoline,MPG,35.0,36.0,35.0
2023_Acura_MDX FWD,Gasoline,MPG,19.0,26.0,22.0
2023_Acura_RDX FWD,Gasoline,MPG,22.0,28.0,24.0
2023_Acura_RDX FWD A-SPEC,Gasoline,MPG,22.0,27.0,24.0
2023_ALFA ROMEO_Stelvio,Gasoline,MPG,22.0,29.0,25.0
2023_BMW_X3 sDrive30i,Gasoline,MPG,23.0,29.0,25.0
2023_Buick_ENCORE GX FWD,Gasoline,MPG,29.0,31.0,30.0
2023_Buick_ENCORE GX FWD,Gasoline,MPG,29.0,32.0,30.0
2023_Buick_ENVISION FWD,Gasoline,MPG,23.0,31.0,26.0
2023_Cadillac_XT4 FWD,Gasoline,MPG,23.0,30.0,26.0
2023_Cadillac_XT5 FWD,Gasoline,MPG,22.0,29.0,24.0
2023_Cadillac_XT5 FWD,Gasoline,MPG,19.0,26.0,21.0
2023_Cadillac_XT6 FWD,Gasoline,MPG,21.0,27.0,23.0
2023_Cadillac_XT6 FWD,Gasoline,MPG,19.0,26.0,21.0
2023_Chevrolet_BLAZER FWD,Gasoline,MPG,22.0,29.0,25.0
2023_Chevrolet_BLAZER FWD,Gasoline,MPG,19.0,27.0,22.0
2023_Chevrolet_EQUINOX FWD,Gasoline,MPG,26.0,31.0,28.0
2023_Chevrolet_TRAILBLAZER FWD,Gasoline,MPG,29.0,31.0,30.0
2023_Chevrolet_TRAILBLAZER FWD,Gasoline,MPG,29.0,33.0,31.0
2023_Ford_ESCAPE FWD,Gasoline,MPG,27.0,34.0,30.0
2023_Ford_ESCAPE FWD HEV,Gasoline,MPG,42.0,36.0,39.0
2023_GMC_TERRAIN FWD,Gasoline,MPG,24.0,29.0,26.0
2023_Honda_CR-V FWD,Gasoline,MPG,28.0,34.0,30.0
2023_Honda_CR-V FWD,Gasoline,MPG,43.0,36.0,40.0
2023_Honda_PILOT FWD,Gasoline,MPG,19.0,27.0,22.0
2023_HYUNDAI MOTOR COMPANY_Kona FWD,Gasoline,MPG,29.0,35.0,32.0
2023_HYUNDAI MOTOR COMPANY_Kona FWD,Gasoline,MPG,30.0,35.0,32.0
2023_HYUNDAI MOTOR COMPANY_Kona N,Gasoline,MPG,20.0,27.0,23.0
2023_HYUNDAI MOTOR COMPANY_Palisade FWD,Gasoline,MPG,19.0,27.0,22.0
2023_HYUNDAI MOTOR COMPANY_Santa Cruz FWD,Gasoline,MPG,22.0,26.0,23.0
2023_HYUNDAI MOTOR COMPANY_Santa Fe FWD,Gasoline,MPG,22.0,28.0,25.0
2023_HYUNDAI MOTOR COMPANY_Santa Fe FWD,Gasoline,MPG,25.0,28.0,26.0
2023_HYUNDAI MOTOR COMPANY_Tucson FWD,Gasoline,MPG,25.0,32.0,28.0
2023_INFINITI_QX50,Gasoline,MPG,23.0,29.0,26.0
2023_KIA_Seltos FWD,Gasoline,MPG,29.0,35.0,31.0
2023_KIA_Sorento FWD,Gasoline,MPG,22.0,29.0,25.0
2023_KIA_Sorento FWD,Gasoline,MPG,24.0,29.0,26.0
2023_KIA_Sorento Hybrid FWD,Gasoline,MPG,39.0,35.0,37.0
2023_KIA_Sportage FWD,Gasoline,MPG,25.0,32.0,28.0
2023_KIA_Telluride FWD,Gasoline,MPG,20.0,26.0,23.0
2023_LEXUS_NX 250,Gasoline,MPG,26.0,33.0,28.0
2023_LEXUS_RX 350,Gasoline,MPG,22.0,29.0,25.0
2023_Lincoln_CORSAIR FWD,Gasoline,MPG,22.0,30.0,25.0
2023_Lincoln_NAUTILUS FWD,Gasoline,MPG,21.0,26.0,23.0
2023_Lincoln_NAUTILUS FWD,Gasoline,MPG,21.0,26.0,23.0
2023_MITSUBISHI MOTORS_Outlander 2WD,Gasoline,MPG,24.0,31.0,27.0
2023_Mitsubishi Motors Corporation_ECLIPSE CROSS 2WD,Gasoline,MPG,25.0,28.0,26.0
2023_Mitsubishi Motors Corporation_ECLIPSE CROSS ES 2WD,Gasoline,MPG,26.0,29.0,27.0
2023_Mitsubishi Motors Corporation_Outlander Sport 2WD,Gasoline,MPG,24.0,30.0,27.0
2023_NISSAN_PATHFINDER 2WD,Gasoline,MPG,20.0,27.0,23.0
2023_NISSAN_ROGUE FWD,Gasoline,MPG,30.0,37.0,33.0
2023_NISSAN_ROGUE FWD,Gasoline,MPG,30.0,37.0,33.0
2023_NISSAN_ROGUE FWD SL/PLATINUM,Gasoline,MPG,29.0,36.0,32.0
2023_NISSAN_ROGUE FWD SL/PLATINUM,Gasoline,MPG,29.0,36.0,32.0
2023_TOYOTA_COROLLA CROSS,Gasoline,MPG,31.0,33.0,32.0
2023_TOYOTA_HIGHLANDER,Gasoline,MPG,22.0,29.0,25.0
2023_TOYOTA_HIGHLANDER,Gasoline,MPG,21.0,28.0,24.0
2023_TOYOTA_HIGHLANDER HYBRID,Gasoline,MPG,36.0,35.0,36.0
2023_TOYOTA_RAV4,Gasoline,MPG,27.0,34.0,30.0
2023_TOYOTA_RAV4,Gasoline,MPG,27.0,35.0,30.0
2023_Volkswagen_Atlas,Gasoline,MPG,21.0,25.0,23.0
2023_Volkswagen_Atlas,Gasoline,MPG,18.0,24.0,20.0
2023_Volkswagen_Atlas Cross Sport,Gasoline,MPG,21.0,25.0,23.0
2023_Volkswagen_Atlas Cross Sport,Gasoline,MPG,18.0,24.0,20.0
2023_Volkswagen_Taos,Gasoline,MPG,28.0,36.0,31.0
2023_Volkswagen_Tiguan,Gasoline,MPG,23.0,30.0,26.0
2023_Volkswagen_Tiguan S,Gasoline,MPG,24.0,31.0,27.0
"2023_Volvo Cars of North America, LLC_XC40 B4",Gasoline,MPG,24.0,32.0,27.0
"2023_Volvo Cars of North America, LLC_XC60 B5",Gasoline,MPG,23.0,30.0,26.0
2023_Acura_MDX AWD,Gasoline,MPG,19.0,25.0,21.0
2023_Acura_RDX AWD,Gasoline,MPG,21.0,27.0,23.0
2023_Acura_RDX AWD A-SPEC,Gasoline,MPG,21.0,26.0,23.0
2023_ALFA ROMEO_Stelvio AWD,Gasoline,MPG,22.0,28.0,24.0
2023_ALFA ROMEO_Stelvio AWD,Gasoline,MPG,17.0,23.0,19.0
2023_Audi_Q3 S-Line,Gasoline,MPG,21.0,28.0,24.0
2023_Audi_Q5 quattro,Gasoline,MPG,23.0,29.0,25.0
2023_Audi_Q5 S-Line quattro,Gasoline,MPG,22.0,29.0,25.0
2023_Audi_Q5 Sportback S-line quattro,Gasoline,MPG,22.0,29.0,25.0
2023_Audi_SQ5,Gasoline,MPG,19.0,24.0,21.0
2023_Audi_SQ5 Sportback,Gasoline,MPG,19.0,24.0,21.0
2023_BMW_X1 xDrive28i,Gasoline,MPG,25.0,34.0,28.0
2023_BMW_X3 M,Gasoline,MPG,15.0,20.0,17.0
2023_BMW_X3 M Competition,Gasoline,MPG,15.0,20.0,17.0
2023_BMW_X3 M40i,Gasoline,MPG,21.0,26.0,23.0
2023_BMW_X3 xDrive30i,Gasoline,MPG,21.0,28.0,24.0
2023_BMW_X4 M,Gasoline,MPG,15.0,20.0,17.0
2023_BMW_X4 M Competition,Gasoline,MPG,15.0,20.0,17.0
2023_BMW_X4 M40i,Gasoline,MPG,21.0,26.0,23.0
2023_BMW_X4 xDrive30i,Gasoline,MPG,21.0,28.0,24.0
2023_Buick_ENCORE GX AWD,Gasoline,MPG,26.0,29.0,27.0
2023_Buick_ENVISION AWD,Gasoline,MPG,22.0,29.0,25.0
2023_Cadillac_XT4 AWD,Gasoline,MPG,22.0,29.0,24.0
2023_Cadillac_XT5 AWD,Gasoline,MPG,21.0,27.0,23.0
2023_Cadillac_XT5 AWD,Gasoline,MPG,18.0,25.0,21.0
2023_Cadillac_XT6 AWD,Gasoline,MPG,21.0,26.0,23.0
2023_Cadillac_XT6 AWD,Gasoline,MPG,18.0,25.0,21.0
2023_Chevrolet_BLAZER AWD,Gasoline,MPG,22.0,27.0,24.0
2023_Chevrolet_BLAZER AWD,Gasoline,MPG,19.0,26.0,21.0
2023_Chevrolet_EQUINOX AWD,Gasoline,MPG,24.0,30.0,26.0
2023_Chevrolet_TRAILBLAZER AWD,Gasoline,MPG,26.0,30.0,28.0
2023_Dodge_Hornet AWD,Gasoline,MPG,21.0,29.0,24.0
2023_FIAT_500X AWD,Gasoline,MPG,24.0,30.0,26.0
2023_Ford_BRONCO 4WD,Gasoline,MPG,20.0,21.0,20.0
2023_Ford_BRONCO 4WD,Gasoline,MPG,20.0,21.0,20.0
2023_Ford_BRONCO 4WD,Gasoline,MPG,19.0,21.0,20.0
2023_Ford_BRONCO BADLANDS 4WD,Gasoline,MPG,17.0,17.0,17.0
2023_Ford_BRONCO BADLANDS 4WD,Gasoline,MPG,16.0,17.0,17.0
2023_Ford_BRONCO BADLANDS 4WD,Gasoline,MPG,17.0,17.0,17.0
2023_Ford_BRONCO BLACK DIAMOND 4WD,Gasoline,MPG,18.0,18.0,18.0
2023_Ford_BRONCO BLACK DIAMOND 4WD,Gasoline,MPG,16.0,18.0,17.0
2023_Ford_BRONCO BLACK DIAMOND 4WD,Gasoline,MPG,18.0,18.0,18.0
2023_Ford_BRONCO SASQUATCH 4WD,Gasoline,MPG,18.0,17.0,18.0
2023_Ford_BRONCO SASQUATCH 4WD,Gasoline,MPG,16.0,18.0,17.0
2023_Ford_BRONCO SASQUATCH 4WD,Gasoline,MPG,17.0,17.0,17.0
2023_Ford_BRONCO SPORT 4WD,Gasoline,MPG,25.0,28.0,26.0
2023_Ford_BRONCO SPORT 4WD,Gasoline,MPG,21.0,26.0,23.0
2023_Ford_EDGE AWD,Gasoline,MPG,21.0,28.0,23.0
2023_Ford_EDGE AWD,Gasoline,MPG,20.0,28.0,23.0
2023_Ford_EDGE AWD,Gasoline,MPG,19.0,25.0,21.0
2023_Ford_ESCAPE AWD,Gasoline,MPG,26.0,32.0,28.0
2023_Ford_ESCAPE AWD,Gasoline,MPG,23.0,31.0,26.0
2023_Ford_ESCAPE AWD HEV,Gasoline,MPG,42.0,36.0,39.0
2023_GENESIS_GV70 AWD,Gasoline,MPG,22.0,28.0,24.0
2023_GENESIS_GV70 AWD,Gasoline,MPG,19.0,26.0,22.0
