Models,Fuel_usage,Fuel_unit,City_FE,Hwy_FE,Comb_FE
2023_GENESIS_GV70 AWD,Gasoline,MPG,19.0,24.0,21.0
2023_GMC_TERRAIN AWD,Gasoline,MPG,24.0,28.0,26.0
2023_Honda_CR-V AWD,Gasoline,MPG,27.0,32.0,29.0
2023_Honda_CR-V AWD,Gasoline,MPG,40.0,34.0,37.0
2023_Honda_PASSPORT AWD,Gasoline,MPG,19.0,24.0,21.0
2023_HYUNDAI MOTOR COMPANY_Kona AWD,Gasoline,MPG,27.0,32.0,29.0
2023_HYUNDAI MOTOR COMPANY_Kona AWD,Gasoline,MPG,28.0,33.0,30.0
2023_HYUNDAI MOTOR COMPANY_Palisade AWD,Gasoline,MPG,19.0,25.0,21.0
2023_HYUNDAI MOTOR COMPANY_Santa Cruz AWD,Gasoline,MPG,19.0,27.0,22.0
2023_HYUNDAI MOTOR COMPANY_Santa Cruz AWD,Gasoline,MPG,21.0,25.0,23.0
2023_HYUNDAI MOTOR COMPANY_Santa Fe AWD,Gasoline,MPG,21.0,28.0,24.0
2023_HYUNDAI MOTOR COMPANY_Santa Fe AWD,Gasoline,MPG,22.0,25.0,24.0
2023_HYUNDAI MOTOR COMPANY_Santa Fe Hybrid,Gasoline,MPG,33.0,30.0,32.0
2023_HYUNDAI MOTOR COMPANY_Santa Fe Hybrid Blue,Gasoline,MPG,36.0,31.0,34.0
2023_HYUNDAI MOTOR COMPANY_Tucson AWD,Gasoline,MPG,23.0,28.0,25.0
2023_HYUNDAI MOTOR COMPANY_Tucson Hybrid,Gasoline,MPG,37.0,36.0,37.0
2023_HYUNDAI MOTOR COMPANY_Tucson Hybrid Blue,Gasoline,MPG,38.0,38.0,38.0
2023_INFINITI_QX50 AWD,Gasoline,MPG,22.0,28.0,25.0
2023_INFINITI_QX55 AWD,Gasoline,MPG,22.0,28.0,25.0
2023_Jaguar_E-PACE,Gasoline,MPG,20.0,26.0,23.0
2023_Jaguar_F-PACE,Gasoline,MPG,22.0,27.0,24.0
2023_Jaguar_F-PACE P340 MHEV,Gasoline,MPG,20.0,27.0,22.0
2023_Jaguar_F-PACE P400 MHEV,Gasoline,MPG,19.0,26.0,22.0
2023_Jaguar_F-PACE SVR,Gasoline,MPG,15.0,21.0,17.0
2023_Jeep_Cherokee 4X4,Gasoline,MPG,21.0,29.0,24.0
2023_Jeep_Cherokee Trailhawk 4X4,Gasoline,MPG,20.0,26.0,22.0
2023_Jeep_Compass 4X4,Gasoline,MPG,24.0,32.0,27.0
2023_Jeep_Renegade 4x4,Gasoline,MPG,23.0,29.0,26.0
2023_Jeep_Renegade Trailhawk 4x4,Gasoline,MPG,22.0,27.0,24.0
2023_Jeep_Wrangler 2dr 4X4,Gasoline,MPG,22.0,24.0,23.0
2023_Jeep_Wrangler 2dr 4X4,Gasoline,MPG,18.0,23.0,20.0
2023_Jeep_Wrangler 2dr 4X4,Gasoline,MPG,20.0,24.0,21.0
2023_Jeep_Wrangler 2dr 4X4,Gasoline,MPG,17.0,25.0,20.0
2023_Jeep_Wrangler 4dr 4X4,Gasoline,MPG,21.0,24.0,22.0
2023_Jeep_Wrangler 4dr 4X4,Gasoline,MPG,18.0,23.0,20.0
2023_Jeep_Wrangler 4dr 4X4,Gasoline,MPG,19.0,24.0,21.0
2023_Jeep_Wrangler 4dr 4X4,Gasoline,MPG,17.0,23.0,19.0
2023_Jeep_Wrangler 4dr 4X4,Gasoline,MPG,13.0,17.0,14.0
2023_Jeep_Wrangler 4dr EcoDiesel 4x4,Gasoline,MPG,22.0,29.0,25.0
2023_Jeep_Wrangler Rubic 4dr EcoDiesel 4x4,Gasoline,MPG,21.0,26.0,23.0
2023_KIA_Seltos AWD,Gasoline,MPG,25.0,30.0,27.0
2023_KIA_Seltos AWD,Gasoline,MPG,27.0,31.0,29.0
2023_KIA_Sorento AWD,Gasoline,MPG,22.0,27.0,24.0
2023_KIA_Sorento AWD,Gasoline,MPG,23.0,25.0,24.0
2023_KIA_Sorento Hybrid AWD,Gasoline,MPG,36.0,33.0,34.0
2023_KIA_Sportage AWD,Gasoline,MPG,23.0,28.0,25.0
2023_KIA_Sportage Hybrid AWD,Gasoline,MPG,38.0,38.0,38.0
2023_KIA_Sportage Hybrid FWD,Gasoline,MPG,42.0,44.0,43.0
2023_KIA_Telluride AWD,Gasoline,MPG,18.0,24.0,21.0
2023_Land Rover_Discovery Sport,Gasoline,MPG,19.0,23.0,20.0
2023_Land Rover_Range Rover Evoque,Gasoline,MPG,20.0,27.0,22.0
2023_Land Rover_Range Rover Evoque MHEV,Gasoline,MPG,21.0,26.0,23.0
2023_Land Rover_Range Rover Velar,Gasoline,MPG,20.0,26.0,23.0
2023_Land Rover_Range Rover Velar P340 MHEV,Gasoline,MPG,20.0,26.0,22.0
2023_Land Rover_Range Rover Velar P400 MHEV,Gasoline,MPG,19.0,25.0,21.0
2023_LEXUS_NX 250 AWD,Gasoline,MPG,25.0,32.0,28.0
2023_LEXUS_NX 350 AWD,Gasoline,MPG,22.0,28.0,25.0
2023_LEXUS_NX 350h AWD,Gasoline,MPG,41.0,37.0,39.0
2023_LEXUS_RX 350 AWD,Gasoline,MPG,21.0,28.0,24.0
2023_LEXUS_RX 350h AWD,Gasoline,MPG,37.0,34.0,36.0
2023_LEXUS_RX 500h AWD,Gasoline,MPG,27.0,28.0,27.0
2023_Lincoln_CORSAIR AWD,Gasoline,MPG,21.0,28.0,24.0
2023_Lincoln_NAUTILUS AWD,Gasoline,MPG,20.0,25.0,22.0
2023_Lincoln_NAUTILUS AWD,Gasoline,MPG,20.0,25.0,22.0
2023_Lincoln_NAUTILUS AWD,Gasoline,MPG,19.0,25.0,21.0
2023_MASERATI_GRECALE GT,Gasoline,MPG,22.0,29.0,25.0
2023_MASERATI_GRECALE MODENA,Gasoline,MPG,22.0,29.0,25.0
2023_MASERATI_GRECALE TROFEO,Gasoline,MPG,18.0,25.0,20.0
2023_MAZDA_CX-30 4WD,Gasoline,MPG,22.0,30.0,25.0
2023_MAZDA_CX-30 4WD,Gasoline,MPG,26.0,33.0,29.0
2023_MAZDA_CX-5 4WD,Gasoline,MPG,22.0,27.0,24.0
2023_MAZDA_CX-5 4WD,Gasoline,MPG,24.0,30.0,26.0
2023_MAZDA_CX-9 4WD,Gasoline,MPG,20.0,26.0,23.0
2023_MAZDA_MAZDA CX-50 4WD,Gasoline,MPG,23.0,29.0,25.0
2023_MAZDA_MAZDA CX-50 4WD,Gasoline,MPG,24.0,30.0,27.0
2023_Mercedes-Benz_AMG GLC 43 4MATIC (coupe),Gasoline,MPG,17.0,24.0,20.0
2023_Mercedes-Benz_GLA 250 4MATIC,Gasoline,MPG,23.0,32.0,26.0
2023_Mercedes-Benz_GLB 250 4MATIC,Gasoline,MPG,22.0,30.0,25.0
2023_Mercedes-Benz_GLC 300 4MATIC (Coupe),Gasoline,MPG,20.0,26.0,22.0
2023_Mercedes-Benz_GLE 350,Gasoline,MPG,20.0,25.0,22.0
2023_Mercedes-Benz_GLE 350 4MATIC,Gasoline,MPG,20.0,24.0,21.0
2023_MITSUBISHI MOTORS_Outlander 4WD,Gasoline,MPG,24.0,30.0,26.0
2023_Mitsubishi Motors Corporation_ECLIPSE CROSS 4WD,Gasoline,MPG,25.0,26.0,25.0
2023_Mitsubishi Motors Corporation_ECLIPSE CROSS ES 4WD,Gasoline,MPG,25.0,28.0,26.0
2023_Mitsubishi Motors Corporation_Outlander Sport 4WD,Gasoline,MPG,23.0,29.0,26.0
2023_Mitsubishi Motors Corporation_Outlander Sport 4WD,Gasoline,MPG,23.0,28.0,25.0
2023_NISSAN_PATHFINDER 4WD,Gasoline,MPG,21.0,27.0,23.0
2023_NISSAN_PATHFINDER 4WD ROCK CREEK,Gasoline,MPG,20.0,23.0,21.0
2023_NISSAN_PATHFINDER 4WD SL/PLATINUM,Gasoline,MPG,20.0,25.0,22.0
2023_NISSAN_ROGUE AWD,Gasoline,MPG,28.0,35.0,31.0
2023_NISSAN_ROGUE AWD,Gasoline,MPG,28.0,35.0,31.0
2023_NISSAN_ROGUE AWD SL/PLATINUM,Gasoline,MPG,28.0,34.0,31.0
2023_NISSAN_ROGUE AWD SL/PLATINUM,Gasoline,MPG,28.0,34.0,31.0
2023_Porsche_Macan,Gasoline,MPG,19.0,25.0,21.0
2023_Porsche_Macan GTS,Gasoline,MPG,17.0,22.0,19.0
2023_Porsche_Macan S,Gasoline,MPG,17.0,23.0,19.0
2023_Porsche_Macan T,Gasoline,MPG,19.0,25.0,21.0
2023_Subaru_CROSSTREK AWD,Gasoline,MPG,28.0,33.0,30.0
2023_Subaru_CROSSTREK AWD,Gasoline,MPG,22.0,29.0,25.0
2023_Subaru_CROSSTREK AWD,Gasoline,MPG,27.0,34.0,29.0
2023_Subaru_FORESTER AWD,Gasoline,MPG,26.0,33.0,29.0
2023_Subaru_FORESTER WILDERNESS AWD,Gasoline,MPG,25.0,28.0,26.0
2023_Subaru_OUTBACK AWD,Gasoline,MPG,22.0,29.0,25.0
2023_Subaru_OUTBACK AWD,Gasoline,MPG,26.0,32.0,28.0
2023_Subaru_OUTBACK WILDERNESS AWD,Gasoline,MPG,21.0,26.0,23.0
2023_TOYOTA_COROLLA CROSS AWD,Gasoline,MPG,29.0,32.0,30.0
2023_TOYOTA_HIGHLANDER AWD,Gasoline,MPG,21.0,28.0,24.0
2023_TOYOTA_RAV4 AWD,Gasoline,MPG,27.0,33.0,29.0
2023_TOYOTA_RAV4 AWD,Gasoline,MPG,25.0,33.0,28.0
2023_TOYOTA_RAV4 AWD LE,Gasoline,MPG,27.0,34.0,30.0
2023_TOYOTA_RAV4 AWD TRD OFFROAD,Gasoline,MPG,25.0,32.0,28.0
2023_TOYOTA_RAV4 HYBRID AWD,Gasoline,MPG,41.0,38.0,40.0
2023_TOYOTA_RAV4 HYBRID AWD WOODLAND EDITION,Gasoline,MPG,38.0,35.0,37.0
2023_TOYOTA_VENZA AWD,Gasoline,MPG,40.0,37.0,39.0
2023_Volkswagen_Atlas 4Motion,Gasoline,MPG,20.0,24.0,22.0
2023_Volkswagen_Atlas 4Motion,Gasoline,MPG,18.0,23.0,20.0
2023_Volkswagen_Atlas Cross Sport 4Motion,Gasoline,MPG,20.0,24.0,22.0
2023_Volkswagen_Atlas Cross Sport 4Motion,Gasoline,MPG,18.0,24.0,20.0
2023_Volkswagen_Taos 4Motion,Gasoline,MPG,25.0,32.0,28.0
2023_Volkswagen_Tiguan 4Motion,Gasoline,MPG,22.0,29.0,25.0
2023_Volkswagen_Tiguan R-Line 4Motion,Gasoline,MPG,21.0,28.0,24.0
"2023_Volvo Cars of North America, LLC_XC40 B5 AWD",Gasoline,MPG,23.0,30.0,26.0
"2023_Volvo Cars of North America, LLC_XC60 B5 AWD",Gasoline,MPG,23.0,29.0,25.0
"2023_Volvo Cars of North America, LLC_XC60 B6 AWD",Gasoline,MPG,21.0,27.0,23.0
2023_BMW_X5 sDrive40i,Gasoline,MPG,21.0,26.0,23.0
2023_Buick_ENCLAVE FWD,Gasoline,MPG,18.0,26.0,21.0
2023_Cadillac_ESCALADE 2WD,Gasoline,MPG,21.0,27.0,23.0
2023_Cadillac_ESCALADE 2WD,Gasoline,MPG,14.0,19.0,16.0
2023_Chevrolet_SUBURBAN 2WD,Gasoline,MPG,21.0,27.0,23.0
2023_Chevrolet_SUBURBAN 2WD,Gasoline,MPG,15.0,20.0,17.0
2023_Chevrolet_SUBURBAN 2WD,Gasoline,MPG,14.0,20.0,16.0
2023_Chevrolet_TAHOE 2WD,Gasoline,MPG,21.0,28.0,24.0
2023_Chevrolet_TAHOE 2WD,Gasoline,MPG,15.0,20.0,17.0
2023_Chevrolet_TAHOE 2WD,Gasoline,MPG,14.0,20.0,16.0
2023_Chevrolet_TRAVERSE FWD,Gasoline,MPG,18.0,27.0,21.0
2023_Dodge_Durango RWD,Gasoline,MPG,19.0,26.0,21.0
2023_Dodge_Durango RWD,Gasoline,MPG,14.0,22.0,17.0
2023_Ford_EXPEDITION 2WD,Gasoline,MPG,17.0,23.0,19.0
2023_Ford_EXPEDITION 2WD,Gasoline,MPG,16.0,23.0,19.0
2023_Ford_EXPLORER HEV RWD,Gasoline,MPG,27.0,28.0,27.0
2023_Ford_EXPLORER PLATINUM HEV RWD,Gasoline,MPG,25.0,26.0,26.0
2023_Ford_EXPLORER RWD,Gasoline,MPG,20.0,28.0,23.0
2023_Ford_EXPLORER RWD,Gasoline,MPG,21.0,28.0,24.0
2023_Ford_EXPLORER RWD,Gasoline,MPG,18.0,26.0,21.0
2023_Ford_EXPLORER RWD,Gasoline,MPG,18.0,25.0,20.0
2023_GMC_ACADIA FWD,Gasoline,MPG,22.0,29.0,25.0
2023_GMC_ACADIA FWD,Gasoline,MPG,19.0,27.0,22.0
2023_GMC_YUKON 2WD,Gasoline,MPG,21.0,27.0,23.0
2023_GMC_YUKON 2WD,Gasoline,MPG,15.0,20.0,17.0
2023_GMC_YUKON 2WD,Gasoline,MPG,14.0,20.0,16.0
2023_GMC_YUKON XL 2WD,Gasoline,MPG,21.0,27.0,23.0
2023_GMC_YUKON XL 2WD,Gasoline,MPG,15.0,20.0,17.0
2023_GMC_YUKON XL 2WD,Gasoline,MPG,14.0,19.0,16.0
2023_INFINITI_QX60 FWD,Gasoline,MPG,21.0,26.0,23.0
2023_INFINITI_QX80 2WD,Gasoline,MPG,14.0,20.0,16.0
2023_Jeep_Grand Cherokee L 4X2,Gasoline,MPG,19.0,26.0,21.0
2023_Jeep_Wagoneer 4x2,Gasoline,MPG,17.0,24.0,20.0
2023_Jeep_Wagoneer 4x2,Gasoline,MPG,16.0,22.0,18.0
2023_Jeep_Wagoneer L 4x2,Gasoline,MPG,17.0,24.0,20.0
2023_Lincoln_AVIATOR RWD,Gasoline,MPG,18.0,26.0,21.0
2023_Lincoln_NAVIGATOR 2WD,Gasoline,MPG,17.0,23.0,19.0
2023_Lincoln_NAVIGATOR 2WD,Gasoline,MPG,16.0,23.0,19.0
2023_NISSAN_ARMADA 2WD,Gasoline,MPG,14.0,19.0,16.0
2023_TOYOTA_4RUNNER 2WD,Gasoline,MPG,16.0,19.0,17.0
2023_TOYOTA_SEQUOIA 2WD,Gasoline,MPG,21.0,24.0,22.0
2023_Acura_MDX AWD Type-S,Gasoline,MPG,17.0,21.0,19.0
2023_Aston Martin Lagonda Ltd_DBX 707,Gasoline,MPG,15.0,20.0,17.0
2023_Aston Martin Lagonda Ltd_DBX V8,Gasoline,MPG,14.0,20.0,16.0
2023_Audi_Q7,Gasoline,MPG,19.0,25.0,21.0
2023_Audi_Q7,Gasoline,MPG,18.0,22.0,20.0
2023_Audi_Q8,Gasoline,MPG,18.0,23.0,20.0
2023_Audi_RS Q8,Gasoline,MPG,13.0,20.0,16.0
2023_Audi_SQ7,Gasoline,MPG,14.0,20.0,17.0
2023_Audi_SQ8,Gasoline,MPG,14.0,20.0,17.0
2023_Bentley_Bentayga,Gasoline,MPG,14.0,21.0,17.0
2023_Bentley_Bentayga EWB,Gasoline,MPG,14.0,21.0,17.0
2023_Bentley_Bentayga Speed,Gasoline,MPG,12.0,19.0,14.0
2023_BMW_ALPINA XB7,Gasoline,MPG,16.0,20.0,17.0
2023_BMW_X5 M,Gasoline,MPG,13.0,18.0,15.0
2023_BMW_X5 M Competition,Gasoline,MPG,13.0,18.0,15.0
2023_BMW_X5 M50i,Gasoline,MPG,16.0,22.0,18.0
2023_BMW_X5 xDrive40i,Gasoline,MPG,21.0,25.0,23.0
2023_BMW_X6 M,Gasoline,MPG,13.0,18.0,15.0
2023_BMW_X6 M Competition,Gasoline,MPG,13.0,18.0,15.0
2023_BMW_X6 M50i,Gasoline,MPG,16.0,22.0,18.0
2023_BMW_X6 xDrive40i,Gasoline,MPG,21.0,25.0,23.0
2023_BMW_X7 M60i xDrive,Gasoline,MPG,16.0,21.0,18.0
2023_BMW_X7 xDrive40i,Gasoline,MPG,21.0,25.0,22.0
2023_Buick_ENCLAVE AWD,Gasoline,MPG,17.0,25.0,20.0
2023_Cadillac_ESCALADE 4WD,Gasoline,MPG,20.0,26.0,22.0
2023_Cadillac_ESCALADE 4WD,Gasoline,MPG,14.0,18.0,16.0
2023_Cadillac_ESCALADE V AWD,Gasoline,MPG,11.0,16.0,13.0
2023_Chevrolet_SUBURBAN 4WD,Gasoline,MPG,20.0,26.0,22.0
2023_Chevrolet_SUBURBAN 4WD,Gasoline,MPG,15.0,19.0,16.0
2023_Chevrolet_SUBURBAN 4WD,Gasoline,MPG,14.0,18.0,16.0
2023_Chevrolet_TAHOE 4WD,Gasoline,MPG,20.0,26.0,22.0
2023_Chevrolet_TAHOE 4WD,Gasoline,MPG,14.0,18.0,16.0
2023_Chevrolet_TAHOE 4WD,Gasoline,MPG,15.0,20.0,17.0
2023_Chevrolet_TAHOE 4WD,Gasoline,MPG,14.0,18.0,16.0
2023_Chevrolet_TRAVERSE AWD,Gasoline,MPG,17.0,25.0,20.0
2023_Dodge_Durango AWD,Gasoline,MPG,18.0,25.0,21.0
2023_Dodge_Durango AWD,Gasoline,MPG,14.0,22.0,17.0
2023_Dodge_Durango SRT AWD,Gasoline,MPG,12.0,17.0,13.0
2023_Dodge_Durango SRT AWD,Gasoline,MPG,13.0,19.0,15.0
2023_Ford_BRONCO RAPTOR 4WD,Gasoline,MPG,15.0,16.0,15.0
2023_Ford_EXPEDITION 4WD,Gasoline,MPG,16.0,22.0,18.0
2023_Ford_EXPEDITION 4WD,Gasoline,MPG,16.0,21.0,18.0
2023_Ford_EXPEDITION TIMBERLINE 4WD,Gasoline,MPG,16.0,19.0,17.0
2023_Ford_EXPEDITION TIMBERLINE 4WD,Gasoline,MPG,15.0,19.0,17.0
2023_Ford_EXPLORER AWD,Gasoline,MPG,20.0,26.0,22.0
2023_Ford_EXPLORER AWD,Gasoline,MPG,20.0,27.0,23.0
2023_Ford_EXPLORER AWD,Gasoline,MPG,18.0,24.0,20.0
2023_Ford_EXPLORER AWD,Gasoline,MPG,18.0,24.0,20.0
2023_Ford_EXPLORER FFV AWD,Gasoline,MPG,17.0,25.0,20.0
2023_Ford_EXPLORER HEV AWD,Gasoline,MPG,23.0,26.0,25.0
2023_Ford_EXPLORER PLATINUM HEV AWD,Gasoline,MPG,23.0,24.0,23.0
2023_Ford_EXPLORER TIMBERLINE AWD,Gasoline,MPG,19.0,21.0,20.0
2023_Ford_EXPLORER TIMBERLINE AWD,Gasoline,MPG,19.0,22.0,21.0
2023_GENESIS_GV80 AWD,Gasoline,MPG,20.0,24.0,22.0
2023_GENESIS_GV80 AWD,Gasoline,MPG,18.0,23.0,20.0
2023_GMC_ACADIA AWD,Gasoline,MPG,22.0,27.0,24.0
2023_GMC_ACADIA AWD,Gasoline,MPG,19.0,26.0,21.0
2023_GMC_YUKON 4WD,Gasoline,MPG,20.0,26.0,22.0
2023_GMC_YUKON 4WD,Gasoline,MPG,15.0,20.0,17.0
2023_GMC_YUKON 4WD,Gasoline,MPG,14.0,18.0,16.0
2023_GMC_YUKON XL 4WD,Gasoline,MPG,20.0,26.0,22.0
2023_GMC_YUKON XL 4WD,Gasoline,MPG,15.0,19.0,16.0
2023_GMC_YUKON XL 4WD,Gasoline,MPG,14.0,18.0,16.0
2023_Honda_PILOT AWD,Gasoline,MPG,19.0,25.0,21.0
2023_Honda_Pilot AWD Touring/Elite/Black,Gasoline,MPG,19.0,25.0,21.0
2023_Honda_Pilot AWD TRAILSPORT,Gasoline,MPG,18.0,23.0,20.0
2023_INFINITI_QX60 AWD,Gasoline,MPG,20.0,25.0,22.0
2023_INFINITI_QX80 4WD,Gasoline,MPG,13.0,19.0,15.0
2023_INFINITI_QX80 4WD,Gasoline,MPG,13.0,19.0,15.0
2023_Jeep_Grand Cherokee 4X4,Gasoline,MPG,14.0,22.0,17.0
2023_Jeep_Grand Cherokee L 4X4,Gasoline,MPG,18.0,25.0,21.0
2023_Jeep_Grand Cherokee L 4X4,Gasoline,MPG,14.0,22.0,17.0
2023_Jeep_Grand Wagoneer 4x4,Gasoline,MPG,14.0,20.0,17.0
2023_Jeep_Grand Wagoneer 4x4,Gasoline,MPG,13.0,18.0,15.0
2023_Jeep_Grand Wagoneer L 4x4,Gasoline,MPG,14.0,19.0,16.0
2023_Jeep_Wagoneer 4x4,Gasoline,MPG,16.0,23.0,19.0
2023_Jeep_Wagoneer 4x4,Gasoline,MPG,15.0,20.0,17.0
2023_Jeep_Wagoneer L 4x4,Gasoline,MPG,16.0,23.0,19.0
2023_Lamborghini_Urus S,Gasoline,MPG,14.0,19.0,16.0
2023_Land Rover_Defender 110,Gasoline,MPG,18.0,20.0,19.0
2023_Land Rover_Defender 110,Gasoline,MPG,14.0,19.0,16.0
2023_Land Rover_Defender 110 MHEV,Gasoline,MPG,18.0,23.0,20.0
2023_Land Rover_Defender 130 P300 MHEV,Gasoline,MPG,17.0,21.0,19.0
2023_Land Rover_Defender 130 P400 MHEV,Gasoline,MPG,17.0,21.0,19.0
2023_Land Rover_Defender 90,Gasoline,MPG,18.0,21.0,19.0
2023_Land Rover_Defender 90,Gasoline,MPG,15.0,19.0,16.0
2023_Land Rover_Defender 90 MHEV,Gasoline,MPG,18.0,23.0,20.0
2023_Land Rover_Discovery,Gasoline,MPG,19.0,24.0,21.0
2023_Land Rover_Discovery MHEV,Gasoline,MPG,19.0,25.0,22.0
2023_Land Rover_New Range Rover,Gasoline,MPG,16.0,21.0,18.0
2023_Land Rover_New Range Rover,Gasoline,MPG,16.0,21.0,18.0
2023_Land Rover_New Range Rover LWB,Gasoline,MPG,16.0,21.0,18.0
2023_Land Rover_New Range Rover LWB,Gasoline,MPG,16.0,21.0,18.0
2023_Land Rover_New Range Rover P360 LWB MHEV,Gasoline,MPG,18.0,26.0,21.0
2023_Land Rover_New Range Rover P360 MHEV,Gasoline,MPG,18.0,26.0,21.0
2023_Land Rover_New Range Rover P400 LWB MHEV,Gasoline,MPG,18.0,26.0,21.0
2023_Land Rover_New Range Rover P400 MHEV,Gasoline,MPG,18.0,26.0,21.0
2023_Land Rover_New Range Rover Sport,Gasoline,MPG,16.0,21.0,18.0
2023_Land Rover_New Range Rover Sport P360 MHEV,Gasoline,MPG,19.0,26.0,22.0
2023_Land Rover_New Range Rover Sport P400 MHEV,Gasoline,MPG,18.0,26.0,21.0
2023_LEXUS_GX 460,Gasoline,MPG,15.0,19.0,16.0
2023_LEXUS_LX 600,Gasoline,MPG,17.0,22.0,19.0
2023_Lincoln_AVIATOR AWD,Gasoline,MPG,17.0,24.0,20.0
2023_Lincoln_NAVIGATOR 4WD,Gasoline,MPG,15.0,21.0,17.0
2023_Lincoln_NAVIGATOR 4WD,Gasoline,MPG,16.0,22.0,18.0
2023_MASERATI_LEVANTE GT,Gasoline,MPG,16.0,22.0,18.0
2023_MASERATI_LEVANTE MODENA,Gasoline,MPG,16.0,22.0,18.0
2023_MASERATI_LEVANTE MODENA V8,Gasoline,MPG,13.0,20.0,16.0
2023_MASERATI_LEVANTE TROFEO,Gasoline,MPG,13.0,20.0,16.0
2023_Mercedes-Benz_AMG GLE 53 4MATIC+,Gasoline,MPG,18.0,22.0,19.0
2023_Mercedes-Benz_AMG GLE 53 4MATIC+ (coupe),Gasoline,MPG,17.0,21.0,19.0
2023_Mercedes-Benz_AMG GLE 63 S 4MATIC+,Gasoline,MPG,15.0,20.0,17.0
2023_Mercedes-Benz_AMG GLE 63 S 4MATIC+ (coupe),Gasoline,MPG,15.0,19.0,17.0
2023_Mercedes-Benz_AMG GLS 63 4MATIC+,Gasoline,MPG,14.0,19.0,16.0
2023_Mercedes-Benz_G 550,Gasoline,MPG,13.0,16.0,14.0
2023_Mercedes-Benz_GLE 450 4MATIC,Gasoline,MPG,20.0,25.0,22.0
2023_Mercedes-Benz_GLE 580 4MATIC,Gasoline,MPG,16.0,21.0,18.0
2023_Mercedes-Benz_GLS 450 4MATIC,Gasoline,MPG,18.0,23.0,20.0
2023_Mercedes-Benz_GLS 580 4MATIC,Gasoline,MPG,16.0,21.0,18.0
2023_Mercedes-Benz_GLS 600 4MATIC Maybach,Gasoline,MPG,15.0,20.0,17.0
2023_NISSAN_ARMADA 4WD,Gasoline,MPG,13.0,18.0,15.0
2023_NISSAN_ARMADA 4WD,Gasoline,MPG,13.0,18.0,15.0
2023_Porsche_Cayenne,Gasoline,MPG,17.0,22.0,19.0
2023_Porsche_Cayenne GTS,Gasoline,MPG,15.0,19.0,17.0
2023_Porsche_Cayenne GTS Coupe,Gasoline,MPG,15.0,19.0,17.0
2023_Porsche_Cayenne S,Gasoline,MPG,16.0,22.0,18.0
2023_Porsche_Cayenne S Coupe,Gasoline,MPG,16.0,21.0,18.0
2023_Porsche_Cayenne Turbo,Gasoline,MPG,14.0,19.0,16.0
2023_Porsche_Cayenne Turbo Coup,Gasoline,MPG,15.0,20.0,17.0
2023_Porsche_Cayenne Turbo GT,Gasoline,MPG,14.0,19.0,16.0
2023_Subaru_ASCENT AWD,Gasoline,MPG,20.0,26.0,22.0
2023_Subaru_ASCENT LIMITED/TOURING/ONYX AWD,Gasoline,MPG,19.0,25.0,21.0
2023_TOYOTA_4RUNNER 4WD,Gasoline,MPG,16.0,19.0,17.0
2023_TOYOTA_4RUNNER 4WD,Gasoline,MPG,16.0,19.0,17.0
2023_TOYOTA_HIGHLANDER HYBRID AWD,Gasoline,MPG,35.0,35.0,35.0
2023_TOYOTA_HIGHLANDER HYBRID AWD LTD/PLAT,Gasoline,MPG,35.0,34.0,35.0
2023_TOYOTA_SEQUOIA 4WD,Gasoline,MPG,19.0,22.0,20.0
"2023_Volvo Cars of North America, LLC_XC90 B5 AWD",Gasoline,MPG,22.0,28.0,25.0
"2023_Volvo Cars of North America, LLC_XC90 B6 AWD",Gasoline,MPG,20.0,26.0,22.0
